Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
10560,2023-10-11,BUY_83522,Germany,textiles,,189969686,3042,ISO9001,1,0.8,1,1,0,11875,1,0.5,,0.51,0,1,1,1,-0.96
10561,2024-10-16,BUY_26034,Japan,solar,,42640178,2116,,0,0.94,1,Unknown,0,17071,1,0.17,,0.08,0,0,1,0,-0.32
10562,2022-10-15,BUY_47201,Canada,auto parts,,69128728,5820,,0,0.41,1,Unknown,0,8128,0,0.63,whatsapp,0.95,0,0,0,0,-0.78
10563,2022-02-11,BUY_12907,Netherlands,chemicals,1648.0,168500194,5830,RoHS,0,0.02,1,0,0,13042,0,0.36,email,0.51,1,1,0,0,-0.9
10564,2021-12-22,BUY_10338,Japan,medical devices,,176250735,3572,ISO9001,1,0.33,0,Unknown,1,1846,0,0.92,,0.51,0,0,1,1,0.25
10565,2022-11-08,BUY_70226,Germany,machinery,3589.0,133480251,3579,,0,0.71,1,Unknown,1,1312,0,0.85,whatsapp,0.68,0,0,1,1,0.69
10566,2021-05-07,BUY_76688,Netherlands,electronics,7764.0,96864392,3053,,0,0.2,1,1,0,9813,0,0.12,whatsapp,0.51,1,1,0,1,-0.32
10567,2025-02-03,BUY_37805,Netherlands,engineering,,107313053,5772,ISO14001,1,0.89,0,0,1,8534,0,0.77,,0.51,1,0,0,1,0.18
10568,2021-11-04,BUY_71087,Singapore,solar,,119056042,3293,,0,0.44,0,1,0,308,1,0.25,linkedin,0.65,0,1,0,1,0.79
10569,2024-01-03,BUY_91929,Singapore,auto parts,6706.0,173042606,4731,,0,0.79,1,Unknown,0,12711,0,0.81,email,0.82,0,0,1,1,0.36
10570,2024-05-19,BUY_21585,UK,auto parts,,72758224,2761,ISO9001,0,0.27,1,1,0,8337,0,0.08,call,0.87,1,1,1,0,-0.92
10571,2021-02-04,BUY_99389,Singapore,pharmaceuticals,5464.0,81221323,2157,FDA,0,0.13,1,Unknown,0,12827,1,0.69,email,0.51,0,1,1,1,-0.99
10572,2021-06-13,BUY_35119,Italy,textiles,,72490314,103,ISO9001,1,0.42,0,Unknown,0,10829,1,0.01,,0.62,1,0,0,1,-0.16
10573,2022-03-20,BUY_98923,UK,solar,5900.0,119516861,3478,,0,0.65,0,1,1,1851,1,0.36,,0.51,0,0,1,1,0.11
10574,2024-01-22,BUY_83576,Germany,medical devices,5747.0,68813977,6387,,0,0.57,0,0,0,9798,0,0.08,call,0.51,0,0,1,1,0.83
10575,2022-07-25,BUY_78805,UAE,electronics,3657.0,18343783,3732,,1,0.47,0,Unknown,0,16530,1,0.33,call,0.51,0,0,0,1,0.79
10576,2023-01-18,BUY_34791,USA,pharmaceuticals,,182089496,272,,0,0.83,0,1,1,2785,1,0.9,linkedin,0.51,1,1,1,1,0.61
10577,2022-10-26,BUY_81430,Australia,textiles,,199636641,749,ISO9001,0,0.13,0,0,1,3390,0,0.99,whatsapp,0.38,0,0,1,0,-0.6
10578,2023-01-21,BUY_43520,USA,pharmaceuticals,,74593922,843,EU-GMP,0,0.34,0,Unknown,1,2507,0,0.23,email,0.51,1,1,0,1,-0.75
10579,2021-01-27,BUY_62454,UAE,auto parts,,197173687,6901,ISO9001,1,0.74,0,1,0,15636,0,0.11,email,0.51,0,1,1,1,0.78
10580,2022-10-25,BUY_18536,Canada,chemicals,,84993323,4954,RoHS,1,0.14,0,Unknown,0,8733,0,0.29,,0.51,1,0,0,1,0.96
10581,2023-01-17,BUY_15073,USA,chemicals,7564.0,35499104,6375,ISO14001,1,0.67,0,1,1,8348,0,0.24,linkedin,0.51,0,0,0,1,-0.75
10582,2025-02-05,BUY_24844,Australia,machinery,7372.0,114578321,3280,ISO9001,1,0.42,1,Unknown,1,15527,0,0.49,whatsapp,0.14,1,1,1,0,-0.17
10583,2021-03-01,BUY_31707,Japan,auto parts,6665.0,74230398,3066,ISO9001,1,0.76,1,0,0,3556,1,0.27,call,0.51,0,1,0,1,0.59
10584,2024-03-04,BUY_38016,Germany,electronics,,28685758,676,ISO9001,1,0.91,1,1,1,1664,1,0.14,linkedin,0.16,1,0,0,1,0.83
10585,2021-02-14,BUY_77373,Japan,machinery,,97178230,6107,,1,0.64,0,Unknown,1,7840,1,0.59,email,0.51,0,0,1,1,0.08
10586,2021-07-19,BUY_28908,France,it software,1886.0,22849356,126,GDPR,1,0.1,1,1,1,12866,0,0.49,linkedin,0.51,0,0,0,1,-0.99
10587,2023-09-26,BUY_48966,UK,textiles,1141.0,103793568,2375,,1,0.6,1,0,0,1533,0,0.21,call,0.51,1,1,1,1,-0.06
10588,2024-06-15,,Italy,chemicals,802.0,190836709,6916,,1,0.99,0,0,1,9425,0,0.94,whatsapp,0.51,1,1,0,1,-0.2
10589,2023-06-05,BUY_80867,Singapore,auto parts,5207.0,35896909,3388,,1,0.49,0,0,0,16542,0,0.13,email,0.51,0,0,0,0,-0.61
10590,2022-10-16,BUY_11201,Australia,chemicals,,128262844,3742,ISO14001,1,0.49,0,Unknown,0,5313,1,0.18,,0.06,0,1,0,0,-0.4
10591,2021-12-01,BUY_11852,UK,machinery,,164628727,2812,,1,0.78,1,1,1,15290,1,0.1,whatsapp,0.51,1,0,0,0,-0.97
10592,2022-03-15,BUY_84209,Canada,textiles,,173297644,5511,,1,0.97,1,Unknown,1,15618,0,0.81,email,0.51,0,1,0,1,-0.11
10593,2023-11-14,BUY_62554,USA,chemicals,,4239946,374,RoHS,1,0.66,0,0,1,11815,1,0.81,,0.1,0,1,1,1,-0.56
10594,2023-09-11,BUY_44897,Japan,solar,6166.0,39838215,6310,TUV,0,0.52,0,Unknown,1,5762,0,0.83,linkedin,0.51,1,0,0,1,0.06
10595,2023-01-30,BUY_77991,Japan,medical devices,,74902319,6304,,0,0.07,1,Unknown,0,11240,0,0.6,email,0.43,0,1,1,0,-0.38
10596,2023-06-27,BUY_90113,Germany,auto parts,,90891980,4868,,1,0.69,0,Unknown,1,3693,1,0.78,,0.51,0,0,0,0,0.82
10597,2021-01-14,BUY_17560,Australia,textiles,,178311764,1967,,1,0.95,0,Unknown,0,4714,1,0.93,,0.09,0,1,1,0,-0.76
10598,2023-10-19,BUY_54102,Singapore,textiles,7170.0,54025152,6350,ISO9001,1,0.48,1,Unknown,1,2569,0,0.98,email,0.77,0,1,0,1,-0.5
10599,2022-04-24,BUY_90093,Germany,medical devices,6949.0,134662556,1434,ISO9001,1,0.24,1,Unknown,0,9892,0,0.45,call,0.51,0,1,1,1,0.43
10600,2024-01-23,BUY_33917,UK,solar,6096.0,25078726,5284,IEC,1,0.93,1,1,1,18052,1,0.16,,0.61,0,0,1,0,0.08
10601,2021-11-27,BUY_55993,USA,machinery,,197405182,4736,,0,0.63,1,0,1,1666,0,0.38,whatsapp,0.56,0,0,1,1,-0.14
10602,2022-08-23,BUY_78075,Germany,pharmaceuticals,,144843192,619,WHO-GMP,1,0.85,0,Unknown,1,10752,0,0.98,linkedin,0.51,1,0,0,1,-0.42
10603,2025-01-13,BUY_55225,UK,it software,,127612828,6951,SOC2,1,0.19,1,Unknown,0,2178,0,0.92,whatsapp,0.36,1,1,1,1,-0.05
10604,2024-12-26,BUY_30083,Germany,pharmaceuticals,4142.0,38917859,4139,WHO-GMP,1,0.77,1,Unknown,0,11516,1,0.53,call,0.51,1,1,1,1,-0.6
10605,2024-06-02,BUY_76394,UK,pharmaceuticals,,42692363,56,,0,0.7,1,1,0,14270,1,0.94,linkedin,0.21,1,1,1,1,0.21
10606,2022-01-27,BUY_78974,Singapore,machinery,,43903605,1878,ISO9001,0,0.08,1,1,1,17662,0,0.11,whatsapp,0.19,0,0,0,1,0.24
10607,2021-05-14,BUY_65199,Canada,auto parts,926.0,37691564,4984,ISO9001,0,0.45,1,0,1,2580,1,0.99,call,0.34,0,0,0,0,-0.25
10608,2022-07-26,BUY_18948,USA,solar,,10483022,2963,UL,1,0.69,0,0,0,10140,1,0.19,linkedin,0.33,1,0,0,0,0.08
10609,2021-12-14,BUY_10248,Australia,it software,4081.0,20894210,5144,ISO27001,1,0.55,0,Unknown,1,9138,0,0.37,,0.51,0,0,1,1,0.8
10610,2022-08-17,BUY_79135,Japan,it software,5689.0,119611517,5347,ISO27001,1,0.86,1,0,1,3080,0,0.43,email,0.51,1,1,0,0,-0.15
10611,2021-07-31,BUY_31897,Singapore,chemicals,180.0,75192345,3146,RoHS,0,0.13,0,1,0,11095,0,0.25,whatsapp,0.51,1,0,0,0,-0.31
10612,2021-06-25,BUY_93484,Japan,it software,,141174699,2020,GDPR,1,0.14,1,Unknown,0,8484,0,0.45,linkedin,0.05,1,1,1,0,0.68
10613,2024-06-18,BUY_96673,Germany,machinery,4289.0,63015361,2788,ISO9001,1,0.9,1,0,0,14108,0,0.75,email,0.72,0,0,0,1,0.9
10614,2021-04-01,BUY_98751,Canada,pharmaceuticals,4345.0,178504828,2698,WHO-GMP,1,0.22,1,1,1,3824,0,0.43,email,0.51,0,1,1,0,0.67
10615,2022-06-03,BUY_79734,UK,machinery,4065.0,2866141,2823,,0,0.15,1,Unknown,0,568,0,0.74,linkedin,0.51,1,0,0,0,-0.61
10616,2022-04-18,BUY_26618,Netherlands,it software,,199589041,5050,,0,0.3,1,1,1,17048,1,0.77,linkedin,0.51,1,1,1,1,0.82
10617,2023-03-18,BUY_84815,USA,chemicals,4278.0,92434096,3552,RoHS,0,0.73,0,1,0,11502,0,0.88,whatsapp,0.51,0,0,1,0,-0.48
10618,2024-10-19,BUY_72016,Singapore,textiles,,33378748,3392,ISO9001,1,0.13,0,0,1,10153,1,0.5,whatsapp,0.51,1,0,0,1,-0.07
10619,2022-06-02,BUY_83461,Singapore,solar,,113932960,3646,IEC,0,0.57,1,0,1,7777,1,0.99,email,0.51,0,1,0,0,-0.36
10620,2021-04-25,BUY_91195,Canada,machinery,5049.0,45750935,4408,,0,0.43,1,0,0,7584,1,0.93,call,0.51,1,0,1,0,0.01
10621,2022-07-29,BUY_81279,Germany,it software,,136042688,6173,SOC2,1,0.19,0,Unknown,1,13532,0,0.95,email,0.51,0,0,1,0,-0.15
10622,2022-09-30,BUY_96905,France,medical devices,2675.0,35235814,1307,,0,0.5,0,1,0,16328,1,0.12,email,0.12,1,1,1,0,-0.06
10623,2022-08-29,BUY_83662,Singapore,medical devices,6151.0,83062282,1549,ISO9001,1,0.24,0,1,0,868,1,0.17,email,0.51,1,1,0,0,0.94
10624,2021-05-08,BUY_70883,Netherlands,engineering,,135281752,2690,ISO14001,1,0.64,1,0,0,16183,0,0.61,whatsapp,0.51,0,0,1,0,-0.26
10625,2022-04-08,BUY_21099,USA,it software,,112484215,3659,ISO27001,1,0.21,1,Unknown,1,9342,0,0.39,call,0.12,1,0,1,1,0.1
10626,2022-11-20,BUY_44529,Canada,electronics,1016.0,187000828,4958,,1,0.86,0,0,1,14574,0,0.51,call,0.51,1,1,1,1,0.94
10627,2024-10-26,,France,machinery,21.0,182583882,6997,,0,0.39,1,1,1,3532,0,0.23,,0.51,1,1,1,0,-0.46
10628,2024-05-22,BUY_13479,Netherlands,medical devices,3384.0,53016183,5681,ISO9001,1,0.23,0,1,0,14356,1,0.51,call,0.51,1,1,1,0,0.22
10629,2021-11-20,BUY_36471,Germany,it software,2826.0,24527415,2434,ISO27001,0,0.41,0,1,0,17757,0,0.43,email,0.51,1,1,1,1,0.1
10630,2023-06-11,BUY_79163,Canada,it software,4181.0,191413879,2354,,0,0.58,0,Unknown,1,17025,0,0.82,linkedin,0.51,0,0,1,1,0.15
10631,2022-07-01,BUY_94583,France,engineering,7313.0,165173037,3910,,1,0.29,0,Unknown,0,12260,0,0.18,,0.51,0,0,0,1,-0.62
10632,2023-11-16,BUY_84824,Italy,textiles,1171.0,60630788,6728,,0,0.2,0,Unknown,1,14818,1,0.93,linkedin,0.51,0,0,0,1,-0.17
10633,2022-04-17,BUY_18081,Germany,chemicals,,10292339,2004,REACH,1,0.37,0,0,0,1294,0,0.27,linkedin,0.51,1,0,0,1,-0.02
10634,2022-11-17,BUY_75346,Japan,electronics,5697.0,51621657,4245,,1,0.22,0,0,0,19105,0,0.16,email,0.02,0,0,1,1,-0.83
10635,2021-06-01,BUY_34942,Australia,it software,6477.0,83764929,478,,1,0.63,0,Unknown,1,9589,1,0.86,email,0.51,0,0,1,1,0.08
10636,2022-02-09,BUY_78063,Japan,engineering,,135154165,5727,,0,0.33,0,1,0,1229,0,0.44,email,0.51,0,1,1,0,0.66
10637,2021-07-01,BUY_66974,Italy,machinery,1659.0,137912244,2708,,0,0.34,1,0,0,10086,0,0.5,call,0.51,1,1,0,0,0.05
10638,2024-03-18,BUY_91037,Italy,engineering,,3796551,3232,CE,0,0.79,0,1,0,6259,1,0.76,whatsapp,0.51,0,0,0,1,-0.19
10639,2022-02-16,BUY_19248,UAE,engineering,,164123353,3669,CE,0,0.66,0,1,0,11958,0,0.77,linkedin,0.51,1,0,0,1,-0.89
10640,2021-11-11,BUY_73023,Singapore,textiles,,40890119,1317,ISO9001,0,0.21,0,1,0,14667,0,0.83,whatsapp,0.51,0,1,0,0,0.91
10641,2021-07-02,BUY_14188,Italy,chemicals,1684.0,18096214,2686,ISO14001,0,0.6,0,Unknown,0,9033,0,0.94,call,0.51,0,0,1,0,0.01
10642,2022-11-17,BUY_26125,Germany,pharmaceuticals,6253.0,49962065,2580,WHO-GMP,0,0.0,1,Unknown,1,8759,0,0.27,whatsapp,0.51,0,0,1,0,-0.91
10643,2022-08-06,BUY_26666,Netherlands,pharmaceuticals,,124140302,4451,EU-GMP,0,0.66,0,Unknown,1,13822,0,0.93,email,0.51,0,1,0,0,-0.9
10644,2021-10-05,BUY_85241,Canada,machinery,,30109212,5966,ISO9001,1,0.83,1,1,0,5669,0,0.64,email,0.47,1,1,1,1,-0.22
10645,2022-09-06,BUY_11044,UAE,solar,1532.0,142849814,4993,IEC,1,0.95,1,1,1,12084,1,0.66,email,0.6,1,1,0,1,-0.5
10646,2023-01-25,BUY_29466,Canada,it software,,68998406,4039,SOC2,0,0.83,1,Unknown,0,13859,1,0.01,linkedin,0.04,0,1,1,0,-0.2
10647,2023-11-12,BUY_16936,Singapore,engineering,,143083004,326,ISO14001,1,0.99,1,1,0,10787,1,0.61,email,0.51,0,1,1,0,-0.46
10648,2023-04-01,BUY_66555,Netherlands,textiles,7377.0,24895778,5675,ISO9001,1,0.82,1,0,0,12446,0,0.41,,0.5,1,1,1,1,-0.36
10649,2021-10-07,,Canada,textiles,,164753168,6551,ISO9001,1,0.92,0,Unknown,0,5772,1,0.64,whatsapp,0.01,0,0,1,0,-0.25
10650,2024-03-31,BUY_97957,Germany,auto parts,,139590279,4045,ISO9001,1,0.73,1,1,1,17274,0,0.65,,0.51,1,0,1,0,0.03
10651,2021-07-26,BUY_16895,Australia,engineering,3192.0,138770789,199,ISO14001,0,0.59,0,0,1,18159,0,0.0,whatsapp,0.2,1,0,1,0,0.06
10652,2024-11-14,BUY_23567,Netherlands,electronics,7645.0,163088259,460,,1,0.15,0,1,1,14111,0,0.77,whatsapp,0.51,1,1,0,1,0.25
10653,2022-04-19,BUY_22861,Japan,solar,,16314187,2351,IEC,1,0.62,1,1,0,15950,0,0.09,whatsapp,0.74,0,0,0,1,-0.49
10654,2024-08-24,BUY_93465,Singapore,solar,7495.0,70036635,4926,IEC,0,0.73,1,0,0,1908,0,0.03,email,0.65,1,1,0,0,-0.73
10655,2023-08-06,BUY_76596,UAE,chemicals,1552.0,56970651,3219,,1,0.33,0,1,0,10807,1,0.95,,0.51,0,1,0,0,0.5
10656,2021-06-02,BUY_54392,UK,auto parts,1857.0,151270635,280,ISO9001,0,0.83,0,0,0,13250,0,0.97,whatsapp,0.51,0,1,0,1,0.04
10657,2025-01-28,BUY_92394,UK,textiles,,70317025,5672,ISO9001,1,0.58,1,0,1,4459,0,0.2,call,0.02,0,0,1,0,0.35
10658,2022-02-22,BUY_80422,Germany,auto parts,1940.0,76167837,441,,1,0.12,1,Unknown,1,13255,0,0.43,,0.95,0,0,0,1,-0.6
10659,2024-10-03,BUY_56023,Italy,pharmaceuticals,,81715766,286,EU-GMP,0,0.21,1,1,1,16624,1,0.28,call,0.52,1,0,0,0,-0.77
10660,2024-10-01,BUY_53393,Netherlands,it software,,53897328,2500,GDPR,1,0.12,1,1,1,12885,0,0.41,call,0.73,1,1,1,0,-0.04
10661,2024-09-26,BUY_71530,UAE,machinery,6158.0,44263830,815,,0,0.62,0,Unknown,1,3457,1,0.3,linkedin,0.51,0,0,0,1,-0.39
10662,2023-07-07,BUY_49462,Singapore,pharmaceuticals,,160112793,4723,,1,0.77,0,Unknown,0,15169,1,0.7,linkedin,0.51,1,1,1,1,-0.16
10663,2023-05-16,BUY_26259,Canada,solar,7055.0,92048694,1685,,1,0.15,1,Unknown,0,10823,0,0.2,call,0.98,1,0,1,1,0.56
10664,2023-04-25,BUY_32352,Netherlands,solar,1056.0,49256756,1508,TUV,0,0.49,1,0,1,8971,0,0.92,call,0.51,1,0,0,0,-0.12
10665,2022-05-06,BUY_90492,Italy,medical devices,,43277050,6888,ISO9001,0,0.88,0,0,1,7675,0,0.78,call,0.51,1,1,0,1,0.6
10666,2021-06-19,BUY_46908,Netherlands,electronics,,197947176,1911,,1,0.22,0,Unknown,0,2735,0,0.07,whatsapp,0.51,1,0,1,1,-0.75
10667,2021-07-03,BUY_32299,Netherlands,pharmaceuticals,1956.0,196405980,6861,,0,0.34,1,Unknown,0,14673,1,0.86,whatsapp,0.51,1,0,0,0,0.91
10668,2022-08-24,BUY_77186,Italy,solar,,119059938,2858,IEC,1,0.73,1,1,1,16114,0,0.08,call,0.51,0,0,1,1,-0.49
10669,2022-12-26,BUY_79413,Netherlands,engineering,,52738395,3892,,0,0.19,1,1,0,2592,0,0.85,email,0.51,1,1,0,0,-0.28
10670,2021-08-27,BUY_72932,Singapore,solar,435.0,13291275,3199,,0,0.3,1,1,1,1096,1,0.59,linkedin,0.51,1,1,0,1,-0.78
10671,2022-06-07,BUY_91550,Italy,textiles,,25427372,97,,0,0.87,1,Unknown,0,3056,1,0.23,call,0.51,1,0,0,1,-0.18
10672,2022-04-17,BUY_63558,France,machinery,,164324983,5285,,0,0.72,1,0,1,2160,0,0.03,linkedin,0.73,1,0,0,1,-0.33
10673,2024-09-21,BUY_72199,Netherlands,machinery,,157319052,2804,,1,0.4,0,1,1,3122,0,0.4,,0.51,1,0,1,1,0.08
10674,2023-08-22,BUY_57331,Netherlands,it software,1700.0,19992013,1998,GDPR,1,0.54,0,1,0,13615,0,0.04,email,0.51,0,0,1,0,0.61
10675,2022-10-09,BUY_79004,Germany,it software,,55738447,3408,,0,0.42,1,0,1,11464,1,0.79,call,0.15,1,1,1,1,0.19
10676,2023-10-27,BUY_26140,Canada,engineering,,89776590,4429,ISO14001,0,0.66,1,0,1,15289,1,0.5,linkedin,0.85,1,0,1,0,0.04
10677,2024-12-24,BUY_81506,Japan,machinery,,133925950,4480,ISO9001,0,0.22,1,Unknown,0,4661,0,0.8,email,0.67,1,0,0,1,0.44
10678,2023-11-03,BUY_71319,USA,textiles,,112756669,508,ISO9001,0,0.92,1,0,1,18072,0,0.05,email,0.04,1,1,0,0,0.74
10679,2023-01-25,BUY_56332,Canada,machinery,,8170483,584,ISO9001,0,0.92,1,0,1,19040,0,0.74,,0.51,0,0,0,1,-0.23
10680,2022-08-18,BUY_58960,France,engineering,,17262862,5262,ISO14001,1,0.62,1,Unknown,0,3431,0,0.69,whatsapp,0.07,0,1,1,1,-0.77
10681,2023-01-19,BUY_62711,Canada,engineering,,127253578,6217,ISO14001,1,0.75,0,0,0,15480,0,0.05,,0.51,0,1,1,1,0.04
10682,2021-07-06,BUY_88932,Italy,chemicals,,24165557,3665,REACH,0,0.64,1,Unknown,1,19449,1,0.73,linkedin,0.43,0,1,0,0,-0.03
10683,2022-11-26,BUY_49741,France,solar,2074.0,74518007,6792,,1,0.29,0,1,0,13890,0,0.79,email,0.51,0,0,0,0,-0.95
10684,2025-01-25,BUY_76624,Italy,engineering,,45543955,5957,ISO14001,1,0.12,1,1,1,8573,0,0.06,call,0.51,1,0,1,0,-0.18
10685,2023-08-16,BUY_16939,Canada,electronics,,129299590,3520,ISO9001,1,0.65,0,Unknown,0,10396,0,0.41,call,0.51,0,1,0,1,-0.11
10686,2023-03-13,BUY_41723,Germany,medical devices,1213.0,117267974,4593,ISO9001,1,0.25,1,Unknown,0,3181,1,0.46,email,0.51,1,0,1,0,-0.25
10687,2024-03-02,,Germany,solar,6751.0,107612949,2651,TUV,1,0.07,1,0,0,19949,0,0.07,email,0.51,0,1,1,1,0.08
10688,2022-04-25,BUY_46037,Italy,medical devices,3791.0,153798767,693,,0,0.49,1,0,1,7584,0,0.83,linkedin,0.24,1,0,1,1,0.58
10689,2021-03-05,BUY_26802,UAE,solar,7640.0,171735775,418,TUV,0,0.85,0,0,1,4484,1,0.98,,0.51,0,0,0,0,0.9
10690,2024-05-08,BUY_95125,UAE,textiles,,73184260,5092,,0,0.26,1,Unknown,1,9890,0,0.97,linkedin,0.51,1,0,1,0,0.73
10691,2022-05-18,,USA,auto parts,,110308739,3349,,0,0.8,0,0,0,4263,0,0.23,whatsapp,0.51,0,0,0,1,0.19
10692,2023-05-05,BUY_23720,France,engineering,7113.0,55321113,925,ISO9001,1,0.86,1,1,1,12526,0,0.57,call,0.51,0,1,0,1,0.46
10693,2025-01-27,,Italy,it software,456.0,70312290,1196,GDPR,0,0.79,0,0,0,999,1,0.55,linkedin,0.94,1,0,1,1,0.42
10694,2023-12-05,BUY_76955,Japan,chemicals,,158002424,4268,,1,0.03,1,1,1,18257,1,0.58,email,0.51,0,0,1,1,0.81
10695,2021-04-25,BUY_21065,Netherlands,medical devices,561.0,108121536,6927,ISO9001,0,0.39,0,Unknown,0,14867,1,0.96,,0.29,0,0,0,1,0.22
10696,2023-01-21,BUY_84974,Italy,electronics,5026.0,72426456,3192,,1,0.02,1,Unknown,0,12754,0,0.91,whatsapp,0.51,1,1,1,1,0.53
10697,2024-07-02,BUY_61841,Japan,medical devices,,147887392,1156,ISO9001,0,0.9,1,Unknown,1,3035,1,0.72,,0.51,0,1,1,1,-0.65
10698,2021-10-04,BUY_51065,UK,pharmaceuticals,3606.0,195726792,970,EU-GMP,1,0.34,1,0,0,15704,1,0.45,whatsapp,0.47,0,1,1,0,0.29
10699,2022-04-10,BUY_41825,Netherlands,it software,,10143763,5264,SOC2,1,0.05,0,0,1,10065,1,0.57,call,0.51,1,1,1,1,-0.74
10700,2021-10-25,BUY_71668,Japan,pharmaceuticals,,115539270,5031,FDA,0,0.53,1,Unknown,1,12585,1,0.77,call,0.51,1,0,1,1,0.19
10701,2024-09-20,BUY_32658,Germany,machinery,4254.0,14974730,1892,,0,0.99,1,0,1,6096,1,0.38,whatsapp,0.51,0,1,1,0,-0.85
10702,2023-01-28,BUY_69644,Japan,engineering,977.0,49747239,4985,ISO14001,1,0.52,0,0,0,17893,1,0.26,email,0.07,0,1,1,1,0.25
10703,2021-03-20,BUY_35476,Netherlands,solar,,109947734,1536,IEC,0,0.98,1,Unknown,1,17555,0,0.73,linkedin,0.51,1,1,0,0,0.1
10704,2023-04-01,BUY_62667,Canada,chemicals,3374.0,25296329,6928,,0,0.27,1,Unknown,0,11583,0,0.9,linkedin,0.87,1,1,0,1,-0.6
10705,2022-03-15,BUY_35644,UAE,it software,,113618239,5233,ISO27001,0,0.57,1,Unknown,0,4601,0,0.86,whatsapp,0.51,1,1,0,1,0.57
10706,2021-07-17,BUY_73037,France,pharmaceuticals,,174625137,2015,,0,0.89,0,0,1,19415,0,0.53,,0.51,1,0,0,1,0.51
10707,2021-08-25,BUY_78805,Netherlands,it software,,186082823,3907,,1,0.79,1,Unknown,1,5282,1,0.77,,0.68,0,0,0,1,-0.79
10708,2023-04-25,BUY_42629,UK,machinery,,4588631,2787,,1,0.98,1,Unknown,0,1201,0,0.46,call,0.06,0,0,0,1,0.79
10709,2021-09-17,BUY_17601,Canada,machinery,6906.0,69571149,238,ISO9001,0,0.36,1,1,0,11922,1,0.03,email,0.51,0,1,0,1,0.21
10710,2023-03-04,BUY_52323,Germany,chemicals,,180319142,4902,ISO14001,0,0.82,0,Unknown,0,17245,1,0.99,linkedin,0.89,1,0,0,0,-0.54
10711,2024-05-24,BUY_58913,Italy,chemicals,,133519826,2668,,0,0.54,1,Unknown,1,1519,1,0.56,call,0.51,1,0,0,1,0.51
10712,2021-04-29,BUY_41543,Italy,chemicals,,125054277,641,,0,0.03,1,0,1,18288,0,0.8,,0.27,1,1,1,0,0.25
10713,2021-03-03,BUY_67361,France,engineering,,197073200,2482,CE,0,0.79,1,0,0,13523,0,0.18,,0.51,1,0,1,1,-0.16
10714,2023-12-07,BUY_95101,France,machinery,6138.0,194323102,4953,ISO9001,0,0.35,0,Unknown,0,1087,1,0.93,whatsapp,0.51,1,0,0,0,0.27
10715,2021-12-15,BUY_14469,France,medical devices,,16694136,6623,ISO9001,1,0.9,0,0,1,13983,1,0.11,email,0.51,1,1,1,1,0.18
10716,2021-05-07,BUY_64411,Germany,textiles,414.0,60021007,5989,,0,0.2,0,Unknown,0,3123,0,0.82,email,0.51,0,0,1,1,-0.14
10717,2024-04-30,BUY_27037,Germany,chemicals,,115023774,3306,ISO14001,0,0.29,0,1,1,9493,0,0.66,email,0.46,1,0,1,1,-0.69
10718,2023-01-21,BUY_28317,USA,machinery,,196344162,5399,ISO9001,1,0.19,0,1,0,17507,1,0.06,call,0.51,0,0,1,0,0.31
10719,2022-09-08,BUY_43285,Italy,machinery,,64336429,97,,1,0.64,0,Unknown,1,1230,0,0.98,whatsapp,0.51,1,1,0,0,-0.59
10720,2023-06-17,,Italy,machinery,,35028655,4245,ISO9001,1,0.83,1,0,0,6530,0,0.6,email,0.51,1,1,1,1,0.64
10721,2022-12-01,BUY_71356,Singapore,electronics,,111973263,6587,,1,0.67,0,Unknown,1,5476,1,0.04,linkedin,0.51,1,0,1,1,0.72
10722,2021-02-16,BUY_36400,France,chemicals,,53798807,6768,REACH,1,0.18,1,0,1,684,1,0.46,email,0.51,0,0,1,0,0.27
10723,2021-10-12,BUY_69462,Germany,engineering,,127716916,4334,ISO9001,1,0.67,0,Unknown,1,1937,1,0.8,linkedin,0.78,0,1,1,0,-0.17
10724,2025-01-31,BUY_49390,Netherlands,auto parts,425.0,46552915,2756,ISO9001,0,0.95,0,Unknown,1,10326,1,0.18,whatsapp,0.88,1,1,0,1,-0.06
10725,2024-07-02,BUY_40472,Australia,medical devices,,83557300,193,ISO9001,0,0.22,0,1,1,1792,0,0.15,linkedin,0.51,0,1,0,0,0.4
10726,2021-12-26,BUY_93736,France,engineering,678.0,123345887,4896,ISO14001,0,0.07,0,Unknown,1,16883,0,0.15,,0.51,1,0,1,1,-0.42
10727,2022-04-19,BUY_93631,Italy,auto parts,,72001541,4956,ISO9001,0,0.07,1,Unknown,1,16259,0,0.81,call,0.2,1,1,0,0,-0.11
10728,2023-03-31,BUY_19992,UAE,engineering,,148081603,2253,,1,0.57,0,1,1,5878,0,0.09,email,0.51,1,1,0,0,-0.22
10729,2025-01-29,BUY_50640,Canada,engineering,,5141954,496,ISO14001,0,0.48,0,Unknown,0,2509,1,0.02,linkedin,0.51,1,0,1,0,-0.07
10730,2021-02-11,BUY_32863,Australia,it software,6587.0,32302158,2888,,0,0.77,1,1,1,5755,1,0.6,linkedin,0.51,0,0,0,1,-0.52
